episode,return,td_error,emotion,mindset_state,exploration_factor,focus,learning_efficiency,psa_stability,psa_trend,epsilon
200,-500.0,0.8341541886329651,0.8,curiosity,0.6,0.0,0.09569189729331791,0.7737212543454273,stable,0.3
210,-298.0,1.1426628828048706,0.8,curiosity,0.6,0.0,0.10405417328109993,0.7753706663846585,stable,0.3
220,-417.0,0.7436184883117676,0.8,curiosity,0.6,0.0,-0.0613203265367184,0.7785511536291307,stable,0.3
230,-265.0,0.9548860788345337,0.8,curiosity,0.6,0.0,0.25873213462726286,0.7728440888047605,stable,0.3
240,-217.0,1.2116187810897827,0.8,curiosity,0.6,0.0,0.4738103794791911,0.7700886516718797,stable,0.3
250,-211.0,1.0234014987945557,0.8,curiosity,0.6,0.0,0.49629581063952816,0.7620654687802828,stable,0.3
260,-289.0,1.1162376403808594,0.8,curiosity,0.6,0.0,0.4735869145333526,0.7548893339219527,stable,0.3
270,-238.0,0.6228479146957397,0.8,pride,0.3,0.0,0.18101784332699244,0.7524298284639808,ascending,0.3
280,-266.0,0.8151978254318237,0.8,pride,0.3,0.0,0.07931444535717193,0.7502572945636272,ascending,0.3
290,-500.0,0.9734482765197754,0.8,pride,0.3,0.0,-0.3664214895273281,0.7514051481235339,ascending,0.3
300,-500.0,0.7097759246826172,0.8,curiosity,0.6,0.0,-0.5801055964639478,0.7537272480094394,stable,0.3
310,-500.0,0.6557663679122925,0.8,curiosity,0.6,0.0,-0.5933145827867837,0.7560388686637934,stable,0.3
320,-500.0,1.0205577611923218,0.8,curiosity,0.6,0.0,-0.5036393626662086,0.758328644764734,stable,0.3
330,-500.0,0.9194888472557068,0.8,curiosity,0.6,0.0,-0.23892625807096213,0.7605884789523871,stable,0.3
340,-500.0,0.8836817741394043,0.8,curiosity,0.6,0.0,3.737534999954201e-16,0.762812676853423,stable,0.3
350,-500.0,0.828559398651123,0.8,curiosity,0.6,0.0,3.737534999954201e-16,0.7649973238414279,stable,0.3
360,-445.0,0.7956684827804565,0.8,curiosity,0.6,0.0,0.06052616635145837,0.7673364290586319,stable,0.3
370,-500.0,0.8580343723297119,0.8,curiosity,0.6,0.0,0.041277852622543076,0.76946708878167,stable,0.3
380,-500.0,0.8004268407821655,0.8,curiosity,0.6,0.0,0.009512318121620593,0.7714967940874283,stable,0.3
390,-500.0,0.9821631908416748,0.8,curiosity,0.6,0.0,-0.022272426520379415,0.7734839421202515,stable,0.3
400,-500.0,0.756700873374939,0.7991077234120565,curiosity,0.6,0.0,-0.054012210188521544,0.7754283535327905,stable,0.3
410,-500.0,1.3784358501434326,0.8,curiosity,0.6,0.0,-0.011999424033175592,0.7773302029744701,stable,0.3
420,-394.0,0.6606045961380005,0.8,curiosity,0.6,0.0,0.16209181913393308,0.7783899671040739,stable,0.3
430,-198.0,0.9415971040725708,0.8,curiosity,0.6,0.0,0.3816815014206683,0.7779380610444845,stable,0.3
440,-500.0,0.8839784860610962,0.8,curiosity,0.6,0.0,0.26728716787331197,0.7794454990298996,stable,0.3
450,-257.0,1.947267770767212,0.8,curiosity,0.6,0.0,0.07084390839536345,0.780684385687242,stable,0.3
460,-197.0,1.2694721221923828,0.8,curiosity,0.6,0.0,0.16726804418321406,0.7773955472579194,stable,0.3
470,-500.0,0.8925010561943054,0.8,curiosity,0.6,0.0,0.03061707840337471,0.7776693096115357,stable,0.3
480,-180.0,0.8808218836784363,0.8,curiosity,0.6,0.0,0.17554563942416754,0.7770065805537226,stable,0.3
490,-408.0,1.2081751823425293,0.8,curiosity,0.6,0.0,-0.03263666422472943,0.7782199046751014,stable,0.3
500,-197.0,1.3602678775787354,0.8,curiosity,0.6,0.0,-0.09916402179354197,0.7762688306248208,stable,0.3
510,-318.0,1.1041420698165894,0.8,curiosity,0.6,0.0,0.295420378967462,0.774367580659633,stable,0.3
520,-116.0,1.1403831243515015,0.7983579471887864,curiosity,0.6,0.0,0.5201444898073633,0.7682509758567421,stable,0.3
530,-226.0,1.7397825717926025,0.8,curiosity,0.6,0.0,0.5713255912343,0.7619499417106325,stable,0.3
540,-467.0,1.3052113056182861,0.8,curiosity,0.6,0.0,-0.07476538355232606,0.7628956578882714,stable,0.3
550,-500.0,1.5438117980957031,0.8,curiosity,0.6,0.0,-0.5804177359341287,0.7643025500928706,stable,0.3
560,-293.0,1.2906126976013184,0.8,curiosity,0.6,0.0,-0.6116319856848096,0.764384049077877,stable,0.3
570,-500.0,1.3539677858352661,0.8,curiosity,0.6,0.0,-0.5236245545807816,0.765806647850568,stable,0.3
580,-500.0,1.3653833866119385,0.8,curiosity,0.6,0.0,-0.13591243724138263,0.7671425796551753,stable,0.3
590,-500.0,1.3009182214736938,0.8,curiosity,0.6,0.0,-0.11526927664016864,0.7684609338000687,stable,0.3
600,-500.0,1.039065957069397,0.8,curiosity,0.6,0.0,-0.2357315876276192,0.7697615382699418,stable,0.3
610,-500.0,1.6693003177642822,0.8,curiosity,0.6,0.0,-0.036775724303004326,0.771044306157457,stable,0.3
620,-500.0,1.3782528638839722,0.8,curiosity,0.6,0.0,3.737534999954201e-16,0.7723092214123838,stable,0.3
630,-500.0,1.3905799388885498,0.7981273537028519,curiosity,0.6,0.0,3.737534999954201e-16,0.7735563268752129,stable,0.3
640,-500.0,1.1221108436584473,0.8,curiosity,0.6,0.0,3.737534999954201e-16,0.7747857142084873,stable,0.3
650,-307.0,1.1533032655715942,0.8,curiosity,0.6,0.0,0.117595055991297,0.7757102075306312,stable,0.3
660,-411.0,0.9377357363700867,0.8,curiosity,0.6,0.0,0.3096805878063652,0.7753143812088247,stable,0.3
670,-367.0,1.4485069513320923,0.8,curiosity,0.6,0.0,0.31696013721069655,0.7753055296230462,stable,0.3
680,-500.0,1.0040929317474365,0.8,curiosity,0.6,0.0,0.13175772742782774,0.7762506295063875,stable,0.3
690,-500.0,1.3378422260284424,0.8,curiosity,0.6,0.0,-0.16828072994624507,0.7773807189429506,stable,0.3
700,-500.0,1.1227045059204102,0.8,curiosity,0.6,0.0,-0.3225772351248696,0.7784956703046177,stable,0.3
710,-500.0,0.9807308316230774,0.8,curiosity,0.6,0.0,-0.2528397446518207,0.7795956274522535,stable,0.3
720,-500.0,1.641229510307312,0.8,curiosity,0.6,0.0,-0.05227403623394197,0.7806709228591329,stable,0.3
730,-500.0,1.0943958759307861,0.8,curiosity,0.6,0.0,0.18060908957064176,0.781252677534174,stable,0.3
740,-500.0,1.3686208724975586,0.7966432576866836,curiosity,0.6,0.0,0.08263943420400616,0.7822999577337707,stable,0.3
750,-500.0,1.2308533191680908,0.8,curiosity,0.6,0.0,-0.016953957556282758,0.7833335038864789,stable,0.3
760,-500.0,1.4960851669311523,0.8,curiosity,0.6,0.0,-0.11621205791243389,0.7843534880116924,stable,0.3
770,-500.0,1.4990127086639404,0.8,curiosity,0.6,0.0,-0.16265753229912153,0.7853600911122304,stable,0.3
780,-445.0,1.1926417350769043,0.8,curiosity,0.6,0.0,0.12976124542347187,0.7860397843170832,stable,0.3
790,-500.0,1.0234997272491455,0.8,curiosity,0.6,0.0,0.14003412567842444,0.7868667713180447,stable,0.3
800,-165.0,1.2781586647033691,0.8,curiosity,0.6,0.0,0.3862340188305208,0.785160028032027,stable,0.3
810,-154.0,1.3579621315002441,0.8,curiosity,0.6,0.0,0.46926585243536734,0.7827538227641645,stable,0.3
820,-500.0,2.2911722660064697,0.8,curiosity,0.6,0.0,0.10151228732823055,0.7833331274116803,stable,0.3
830,-500.0,1.7646410465240479,0.8,curiosity,0.6,0.0,-0.1962536533031201,0.7842828499985899,stable,0.3
840,-500.0,1.8966963291168213,0.8,curiosity,0.6,0.0,-0.4884528798340675,0.7852240717615742,stable,0.3
850,-500.0,1.9036660194396973,0.8,curiosity,0.6,0.0,-0.4328783684012981,0.7861377959129793,stable,0.3
860,-500.0,1.4346177577972412,0.8,curiosity,0.6,0.0,0.06961590176153568,0.785987937552417,stable,0.3
870,-500.0,2.0646018981933594,0.8,curiosity,0.6,0.0,0.06432402900592665,0.7868800889013108,stable,0.3
880,-432.0,2.1320791244506836,0.8,curiosity,0.6,0.0,0.10727352319932873,0.7875452005477723,stable,0.29909286265625096
890,-500.0,2.3323585987091064,0.8,curiosity,0.6,0.0,0.1468113287409265,0.787639824096339,stable,0.2970312284008018
900,-500.0,2.6545164585113525,0.8,curiosity,0.6,0.0,-0.08560509045323135,0.7885049073673334,stable,0.29499011796132935
910,-500.0,1.9584872722625732,0.8,curiosity,0.6,0.0,-0.040553976500380354,0.7893623411933959,stable,0.292969327020787
920,-500.0,2.0887765884399414,0.8,curiosity,0.6,0.0,-0.18024208702104297,0.7902092883596245,stable,0.29096865329612875
930,-500.0,2.2993059158325195,0.8,curiosity,0.6,0.0,-0.17739728545152156,0.7910347800740487,stable,0.28898789651806067
940,-500.0,1.891369342803955,0.8,curiosity,0.6,0.0,-0.0038559232666392734,0.7918509014194083,stable,0.2870268584109936
950,-500.0,2.83320951461792,0.8,curiosity,0.6,0.0,-0.009296250798693768,0.7926577882988634,stable,0.28508534267319574
960,-500.0,1.9594154357910156,0.8,curiosity,0.6,0.0,-0.010083691819838769,0.7934555767163366,stable,0.2831631549571423
970,-500.0,2.6533098220825195,0.8,curiosity,0.6,0.0,3.737534999954201e-16,0.7942444024637338,stable,0.2812601028500615
980,-500.0,1.9897594451904297,0.8,curiosity,0.6,0.0,3.737534999954201e-16,0.7950244008488107,stable,0.27937599585467376
990,-500.0,1.436629056930542,0.8,curiosity,0.6,0.0,3.737534999954201e-16,0.7957957064589856,stable,0.27751064537012277
1000,-500.0,1.4705250263214111,0.8,curiosity,0.6,0.0,3.737534999954201e-16,0.7965584529569518,stable,0.2756638646730963
1010,-500.0,2.508817672729492,0.8,curiosity,0.6,0.0,3.737534999954201e-16,0.7973127729044336,stable,0.273835468899135
1020,-500.0,1.8686408996582031,0.8,curiosity,0.6,0.0,3.737534999954201e-16,0.7980587976108537,stable,0.27202527502412754
1030,-500.0,2.1563706398010254,0.8,curiosity,0.6,0.0,3.737534999954201e-16,0.7987966570040574,stable,0.27023310184598937
1040,-500.0,1.820162296295166,0.8,curiosity,0.6,0.0,3.737534999954201e-16,0.7995264795205616,stable,0.2684587699665245
1050,-500.0,1.64150071144104,0.8,curiosity,0.6,0.0,3.737534999954201e-16,0.8002483920130902,stable,0.2667021017734673
1060,-351.0,1.8034287691116333,0.8,curiosity,0.6,0.0,0.1735530355206533,0.8003237702662311,stable,0.2649629214227036
1070,-500.0,1.6006840467453003,0.8,curiosity,0.6,0.0,0.10613418393462658,0.8010347149060522,stable,0.26324105482066873
1080,-500.0,2.3616490364074707,0.8,curiosity,0.6,0.0,0.06010035005227801,0.8012882891648726,stable,0.26153632960691986
1090,-500.0,1.8698947429656982,0.8,curiosity,0.6,0.0,-0.06372624944333397,0.8019798018578407,stable,0.2598485751368834
1100,-500.0,1.763658046722412,0.8,curiosity,0.6,0.0,-0.18562125651101374,0.8026640886858041,stable,0.2581776224647726
1110,-500.0,1.5252408981323242,0.8,curiosity,0.6,0.0,-0.05296838672750515,0.8033412617119259,stable,0.2565233043266766
1120,-500.0,2.3280317783355713,0.8,curiosity,0.6,0.0,-0.0687270180399664,0.8040114313452112,stable,0.2548854551238165
1130,-500.0,1.4933710098266602,0.8,curiosity,0.6,0.0,3.737534999954201e-16,0.8046747063153283,stable,0.2532639109059692
1140,-411.0,1.2846897840499878,0.8,curiosity,0.6,0.0,0.02093811587603553,0.8053207954304415,stable,0.25165850935505574
1150,-500.0,1.4519646167755127,0.8,curiosity,0.6,0.0,0.03013253188472385,0.8059413103931775,stable,0.25006908976889314
1160,-483.0,1.7605252265930176,0.7900579428512644,curiosity,0.6,0.0,0.021749270748632824,0.8065963191736666,stable,0.24849549304510776
1170,-500.0,1.8621504306793213,0.8,curiosity,0.6,0.0,0.051871768644349225,0.8071851607792087,stable,0.24693756166520917
1180,-500.0,2.050532579421997,0.8,curiosity,0.6,0.0,0.06119116116444641,0.807489886732211,stable,0.24539513967882248
1190,-162.0,1.5764598846435547,0.8,curiosity,0.6,0.0,0.41682758543484966,0.8053021339095686,stable,0.24386807268807736
1200,-500.0,2.542987108230591,0.8,curiosity,0.6,0.0,0.4955788784992839,0.8037221384611863,stable,0.2423562078321529
1210,-158.0,2.2098679542541504,0.8,curiosity,0.6,0.0,0.44310389908075426,0.8019491061615299,stable,0.24085939377197582
1220,-346.0,1.9690239429473877,0.8,curiosity,0.6,0.0,0.2221585378601144,0.8012519504328209,stable,0.23937748067507156
1230,-500.0,2.0690855979919434,0.8,curiosity,0.6,0.0,-0.3713002007402002,0.8015010102394083,stable,0.23791032020056574
1240,-500.0,2.134446620941162,0.8,curiosity,0.6,0.0,-0.49190036976584056,0.8021104408067723,stable,0.23645776548433511
1250,-500.0,2.133439540863037,0.8,curiosity,0.6,0.0,-0.4888878519700317,0.8027142264245823,stable,0.23501967112430647
1260,-500.0,2.1933646202087402,0.8,curiosity,0.6,0.0,-0.3549426893241425,0.8033124455649736,stable,0.23359589316590157
1270,-500.0,1.8252019882202148,0.8,curiosity,0.6,0.0,-0.08519513710231254,0.8039051756094694,stable,0.23218628908762734
1280,-500.0,1.3676705360412598,0.8,curiosity,0.6,0.0,3.737534999954201e-16,0.8044924928408628,stable,0.23079071778680912
1290,-500.0,1.2514503002166748,0.8,curiosity,0.6,0.0,3.737534999954201e-16,0.8050744724379546,stable,0.22940903956546643
1300,-500.0,0.8643507361412048,0.8,curiosity,0.6,0.0,3.737534999954201e-16,0.8056511884728411,stable,0.2280411161163288
1310,-500.0,1.5721735954284668,0.8,curiosity,0.6,0.0,3.737534999954201e-16,0.806222713910478,stable,0.22668681050899117
1320,-320.0,1.8887649774551392,0.8,curiosity,0.6,0.0,0.15031449439730152,0.8062768232252118,stable,0.22534598717620724
1330,-377.0,1.7270302772521973,0.8,curiosity,0.6,0.0,0.43564088892732855,0.8049558804987074,stable,0.2240185119003187
1340,-226.0,2.279837131500244,0.8,curiosity,0.6,0.0,0.4050182799954952,0.8047694399207934,stable,0.22270425179982029
1350,-500.0,1.327815055847168,0.8,curiosity,0.6,0.0,0.4315155414249798,0.8032050269228478,stable,0.22140307531605785
1360,-500.0,2.2459211349487305,0.8,curiosity,0.6,0.0,0.12031235508221576,0.8028223235567579,stable,0.2201148522000595
1370,-500.0,1.4488344192504883,0.8,curiosity,0.6,0.0,-0.180135228739798,0.8025500863350139,stable,0.21883945349949752
1380,-231.0,1.060814380645752,0.8,curiosity,0.6,0.0,-0.08758770895049561,0.8024503848769317,stable,0.21757675154577993
1390,-188.0,1.7723944187164307,0.8,curiosity,0.6,0.0,-0.11903440503522011,0.8015684966394311,stable,0.216326619941271
1400,-169.0,2.5237717628479004,0.8,curiosity,0.6,0.0,0.3747477404269106,0.7990218988516675,stable,0.21508893354663855
1410,-209.0,3.400540351867676,0.8,curiosity,0.6,0.0,0.39455720654165694,0.7973074025148483,stable,0.21386356846832744
1420,-208.0,2.0239057540893555,0.8,curiosity,0.6,0.0,0.3243443333040861,0.7957535661456218,stable,0.2126504020461577
1430,-210.0,1.9996213912963867,0.8,curiosity,0.6,0.0,0.14082023269083693,0.7941010828038555,stable,0.21144931284104615
1440,-282.0,1.5247783660888672,0.8,curiosity,0.6,0.0,-0.09190320187096233,0.7928190163049275,stable,0.21026018062285023
1450,-500.0,1.5390504598617554,0.8,curiosity,0.6,0.0,-0.29572276544057907,0.792882625946613,stable,0.20908288635833294
1460,-356.0,1.7697926759719849,0.8,curiosity,0.6,0.0,-0.39433824763112885,0.7930730961983052,stable,0.20791731219924728
1470,-174.0,2.6423773765563965,0.8,curiosity,0.6,0.0,-0.23132775547221202,0.7922598222511242,stable,0.20676334147053976
1480,-389.0,1.8855221271514893,0.8,curiosity,0.6,0.0,0.025324716040277095,0.7916102253453303,stable,0.20562085865867097
1490,-500.0,2.3711555004119873,0.8,curiosity,0.6,0.0,0.030842555554310903,0.7918507802518138,stable,0.20448974940005266
