episode,return,epsilon,emotion,competitive_mindset,win_rate,had_competition,competition_outcome,psa_stability,infrastructure_loop_speed,infrastructure_automation,lr_actual
360,-468.0,0.33802759110996905,0.5,BALANCED,0.0,True,draw,0.8756558319911631,0.5,0.7,0.00054
370,-155.0,0.3280225750708758,0.5,BALANCED,0.0,True,draw,0.870382497592495,0.5,0.7,0.00054
380,-223.0,0.3183136897281373,0.5,BALANCED,0.0,True,draw,0.8560310942363983,0.5,0.7,0.00054
390,-500.0,0.3088921701393506,0.5,BALANCED,0.0,True,draw,0.8516390355145218,0.5,0.7,0.00054
400,-257.0,0.2997495107888329,0.5,BALANCED,0.0,True,draw,0.8479642644520422,0.5,0.7,0.00054
410,-500.0,0.29087745790905184,0.5,BALANCED,0.0,True,draw,0.8380612328576136,0.5,0.7,0.00054
420,-177.0,0.28226800202932767,0.5,BALANCED,0.0,True,draw,0.829216713128162,0.5,0.7,0.00054
430,-495.0,0.27391337074507993,0.5,BALANCED,0.0,True,draw,0.8183609174033422,0.5,0.7,0.00054
440,-156.0,0.26580602170109296,0.5,BALANCED,0.0,True,draw,0.8104291511027764,0.5,0.7,0.00054
450,-300.0,0.25793863578246295,0.5,BALANCED,0.0,True,draw,0.8069877732712071,0.5,0.7,0.00054
460,-500.0,0.25030411050708157,0.5,BALANCED,0.0,True,draw,0.8053858137398868,0.5,0.7,0.00054
470,-130.0,0.24289555361369,0.5,BALANCED,0.0,True,draw,0.8014566220529276,0.5,0.7,0.00054
480,-305.0,0.23570627683971565,0.5,BALANCED,0.0,True,draw,0.795969200296685,0.5,0.7,0.00054
490,-175.0,0.2287297898832734,0.5,BALANCED,0.0,True,draw,0.7885273837349948,0.5,0.7,0.00054
