episode,return,td_error,eta,emotion,modulator,sigma_mean,momentum,emotion_diff,zone,trend,gate,eta_cap,n_step,beta_current,priority_weight,epru_confidence,epru_adjustment,epru_intervention,azpv2_confidence,azpv2_intensity,azpv2_zone_pred,ecl_difficulty,ecl_phase,ecl_progress,ecl_stability,moo_performance_score,moo_eta_stability,moo_sigma_health,moo_predicted_perf
101,100.57,0.930,0.00200,1.108,0.0540,0.0000,0.0050,neutral,0.6574,0.262,0.00200,2,0.400,1.000,0.000,0.00000,none,0.531,0.494,stabilization_soon,0.669,consolidation,0.979,0.547,1.000,1.000,0.751,1.194,0.495,ascending,23.49,35.43,10
111,137.71,0.897,0.00200,1.163,-0.0003,0.0000,0.0834,neutral,0.0850,0.262,0.00200,2,0.400,1.000,0.000,0.00000,none,0.530,0.494,stabilization_soon,1.000,mastery,0.139,0.972,1.000,1.000,0.750,1.152,0.493,ascending,30.22,44.77,10
121,116.16,0.868,0.00200,1.022,0.0492,0.0000,0.1119,neutral,-0.0036,0.262,0.00200,2,0.400,1.000,0.000,0.00000,none,0.530,0.494,stabilization_soon,0.873,exploration,0.000,0.968,1.000,1.000,0.750,1.101,0.507,ascending,36.19,51.65,10
131,488.58,0.960,0.00200,4.700,0.0464,0.0000,0.0000,neutral,0.1640,0.262,0.00200,2,0.400,1.000,0.000,0.00000,none,0.530,0.494,stabilization_soon,0.896,mastery,0.448,0.968,1.000,1.000,0.750,1.447,0.468,ascending,42.78,63.81,11
141,225.13,0.941,0.00200,2.286,0.0406,0.0000,0.0187,neutral,0.5924,0.262,0.00200,2,0.400,1.000,0.000,0.00000,none,0.530,0.494,stabilization_soon,0.720,mastery,0.500,0.983,1.000,1.000,0.749,2.425,0.460,ascending,54.09,80.44,13
151,186.80,0.898,0.00200,2.353,0.0355,0.0000,0.0623,neutral,0.0237,0.262,0.00200,2,0.400,1.000,0.000,0.00000,none,0.530,0.494,stabilization_soon,0.475,exploration,0.000,0.980,1.000,1.000,0.748,2.638,0.466,ascending,64.57,93.92,14
161,308.94,0.960,0.00200,2.315,0.0308,0.0000,0.0355,neutral,-0.1015,0.262,0.00200,2,0.400,1.000,0.000,0.00000,none,0.530,0.495,stabilization_soon,0.300,exploration,0.000,0.981,1.000,0.999,0.750,1.567,0.480,ascending,73.30,103.18,14
171,289.79,0.960,0.00200,2.090,0.0275,0.0000,0.0000,neutral,0.2525,0.262,0.00200,2,0.400,1.000,0.000,0.00000,none,0.530,0.494,stabilization_soon,0.594,mastery,0.179,0.996,1.000,0.999,0.751,2.480,0.486,ascending,82.76,114.27,14
181,186.80,0.960,0.00200,1.246,0.0232,0.0000,0.0000,neutral,0.1817,0.262,0.00200,2,0.400,1.000,0.000,0.00000,none,0.530,0.494,stabilization_soon,0.750,mastery,0.250,0.997,1.000,1.000,0.752,3.518,0.488,ascending,94.15,128.48,15
191,117.34,0.960,0.00200,1.234,0.0212,0.0000,0.0254,neutral,0.3684,0.261,0.00200,2,0.400,1.000,0.000,0.00000,none,0.529,0.494,stabilization_soon,0.943,mastery,0.319,0.994,1.000,1.000,0.752,4.086,0.473,ascending,107.83,148.74,18
201,124.53,0.909,0.00101,1.184,0.0202,0.0000,0.0506,neutral,-0.6503,0.263,0.00200,2,0.400,1.000,0.000,0.00000,none,0.530,0.496,stabilization_soon,0.655,exploration,0.000,0.987,1.000,1.000,0.751,1.192,0.479,ascending,108.48,147.35,18
211,107.77,0.960,0.00200,2.330,0.0004,0.0000,0.0000,neutral,1.3540,0.261,0.00200,2,0.400,1.000,0.000,0.00000,none,0.529,0.494,stabilization_soon,0.698,mastery,1.000,0.987,1.000,1.000,0.751,1.614,0.487,ascending,115.01,153.52,18
221,11.72,0.300,0.00027,6.607,0.0188,0.0000,0.0000,neutral,-0.9217,0.263,0.00200,2,0.400,1.000,0.000,0.00000,none,0.530,0.496,stabilization_soon,0.242,exploration,0.000,0.505,0.220,1.000,0.750,0.609,0.478,ascending,110.02,147.40,18
231,11.72,0.300,0.00045,4.931,-0.0000,0.0000,0.0000,neutral,-0.0166,0.260,0.00200,2,0.400,1.000,0.000,0.00000,none,0.527,0.494,stabilization_soon,0.100,exploration,0.000,0.986,0.215,1.000,0.750,0.503,0.470,ascending,105.48,141.76,18
241,9.33,0.300,0.00048,7.553,0.0000,0.0000,0.0000,neutral,0.0036,0.260,0.00200,2,0.400,1.000,0.000,0.00000,none,0.528,0.493,stabilization_soon,0.100,exploration,0.000,1.000,0.206,1.000,0.750,0.415,0.462,ascending,101.33,136.56,18
251,9.33,0.300,0.00040,13.504,0.0000,0.0000,0.0000,neutral,0.0299,0.261,0.00200,2,0.400,1.000,0.000,0.00000,none,0.529,0.493,stabilization_soon,0.100,exploration,0.044,1.000,0.234,1.000,0.749,0.345,0.455,ascending,97.54,131.77,18
261,11.73,0.320,0.00053,18.901,0.0000,0.0000,0.0000,neutral,-0.0214,0.260,0.00200,2,0.400,1.000,0.000,0.00000,none,0.527,0.494,stabilization_soon,0.100,exploration,0.000,0.999,0.225,1.000,0.749,0.311,0.448,ascending,94.06,127.33,18
271,10.53,0.320,0.00038,34.455,-0.0003,0.0000,0.0000,neutral,-0.0100,0.262,0.00200,2,0.400,1.000,0.000,0.00000,none,0.529,0.495,stabilization_soon,0.100,exploration,0.000,0.999,0.201,1.000,0.750,0.262,0.442,ascending,90.84,123.18,18
281,10.53,0.320,0.00040,40.206,-0.0000,0.0000,0.0000,neutral,0.0236,0.260,0.00200,2,0.400,1.000,0.000,0.00000,none,0.527,0.493,stabilization_soon,0.100,exploration,0.011,1.000,0.215,1.000,0.750,0.231,0.436,ascending,87.86,119.32,18
291,10.53,0.320,0.00045,47.172,0.0004,0.0000,0.0000,neutral,-0.0241,0.260,0.00200,2,0.400,1.000,0.000,0.00000,none,0.528,0.493,stabilization_soon,0.100,exploration,0.000,1.000,0.230,1.000,0.748,0.203,0.431,ascending,85.07,115.70,18
301,10.53,0.320,0.00052,56.782,-0.0001,0.0000,0.0000,neutral,0.0483,0.261,0.00200,2,0.400,1.000,0.000,0.00000,none,0.529,0.494,stabilization_soon,0.100,exploration,0.092,1.000,0.220,1.000,0.748,0.186,0.426,stable,82.51,112.34,18
311,10.53,0.320,0.00059,83.619,-0.0003,0.0000,0.0000,neutral,-0.0162,0.261,0.00200,2,0.400,1.000,0.000,0.00000,none,0.529,0.493,stabilization_soon,0.100,exploration,0.000,1.000,0.249,1.000,0.748,0.174,0.421,stable,80.12,109.18,18
321,11.73,0.320,0.00092,101.505,-0.0002,0.0000,0.0000,neutral,0.0019,0.261,0.00200,2,0.400,1.000,0.000,0.00000,none,0.528,0.494,stabilization_soon,0.100,exploration,0.033,1.000,0.215,1.000,0.750,0.196,0.417,stable,77.89,106.22,18
331,11.73,0.320,0.00092,125.555,0.0002,0.0000,0.0000,neutral,0.0025,0.261,0.00200,2,0.400,1.000,0.000,0.00000,none,0.528,0.494,stabilization_soon,0.100,exploration,0.000,1.000,0.225,1.000,0.751,0.180,0.413,stable,75.80,103.43,18
341,12.93,0.320,0.00078,204.036,-0.0002,0.0000,0.0000,neutral,0.0030,0.261,0.00200,2,0.400,1.000,0.000,0.00000,none,0.529,0.494,stabilization_soon,0.100,exploration,0.000,1.000,0.220,1.000,0.750,0.164,0.409,descending,73.83,100.80,18
351,9.33,0.320,0.00112,195.442,0.0590,0.0000,0.0000,neutral,-0.0273,0.261,0.00200,2,0.400,1.000,0.000,0.00000,none,0.528,0.494,stabilization_soon,0.100,exploration,0.000,1.000,0.206,1.000,0.750,0.159,0.405,descending,71.96,98.29,18
361,11.73,0.320,0.00082,310.911,0.0004,0.0000,0.0000,neutral,0.0639,0.262,0.00200,2,0.400,1.000,0.000,0.00000,none,0.530,0.494,stabilization_soon,0.100,exploration,0.068,1.000,0.220,1.000,0.751,0.141,0.401,descending,70.22,95.94,18
371,11.73,0.320,0.00079,420.136,0.0607,0.0000,0.0000,neutral,0.0407,0.261,0.00200,2,0.400,1.000,0.000,0.00000,none,0.529,0.494,stabilization_soon,0.100,exploration,0.032,1.000,0.239,1.000,0.751,0.125,0.398,descending,68.58,93.72,18
381,11.73,0.320,0.00097,414.427,0.0546,0.0000,0.0000,neutral,-0.0050,0.261,0.00200,2,0.400,1.000,0.000,0.00000,none,0.529,0.494,stabilization_soon,0.100,exploration,0.031,1.000,0.239,1.000,0.751,0.127,0.394,descending,67.05,91.63,18
391,12.93,0.320,0.00149,458.604,0.0521,0.0000,0.0000,neutral,-0.0036,0.260,0.00200,2,0.400,1.000,0.000,0.00000,none,0.528,0.493,stabilization_soon,0.100,exploration,0.000,1.000,0.230,1.000,0.750,0.156,0.391,descending,65.59,89.63,18
401,9.33,0.600,0.00094,710.985,0.0518,0.0000,0.0000,neutral,-0.0372,0.262,0.00200,2,0.400,1.000,0.000,0.00000,none,0.529,0.495,stabilization_soon,0.100,exploration,0.000,1.000,0.211,1.000,0.751,0.124,0.388,descending,64.18,87.71,18
411,11.73,0.320,0.00089,858.676,0.0472,0.0000,0.0000,neutral,-0.0225,0.262,0.00200,2,0.400,1.000,0.000,0.00000,none,0.529,0.495,stabilization_soon,0.100,exploration,0.000,1.000,0.225,1.000,0.752,0.101,0.385,descending,62.84,85.88,18
421,10.53,0.320,0.00096,771.316,0.0426,0.0000,0.0000,neutral,-0.0074,0.262,0.00200,2,0.400,1.000,0.000,0.00000,none,0.529,0.495,stabilization_soon,0.100,exploration,0.000,1.000,0.211,1.000,0.751,0.109,0.382,descending,61.57,84.13,18
431,11.73,0.320,0.00122,782.348,0.0340,0.0000,0.0000,neutral,0.0833,0.261,0.00200,2,0.400,1.000,0.000,0.00000,none,0.529,0.493,stabilization_soon,0.100,exploration,0.090,1.000,0.254,1.000,0.752,0.106,0.380,descending,60.37,82.48,18
441,9.33,0.320,0.00102,2697.563,0.0302,0.0000,0.0000,neutral,-0.0757,0.262,0.00200,2,0.400,1.000,0.000,0.00000,none,0.530,0.494,stabilization_soon,0.100,exploration,0.000,1.000,0.211,1.000,0.753,0.133,0.377,descending,59.21,80.88,18
451,11.73,0.600,0.00104,1457.471,0.0280,0.0000,0.0000,neutral,0.0564,0.261,0.00200,2,0.400,1.000,0.000,0.00000,none,0.528,0.494,stabilization_soon,0.100,exploration,0.056,1.000,0.220,1.000,0.751,0.103,0.375,descending,58.12,79.37,18
461,14.12,0.320,0.00099,2157.323,0.0242,0.0000,0.0000,neutral,-0.0075,0.262,0.00200,2,0.400,1.000,0.000,0.00000,none,0.530,0.494,stabilization_soon,0.100,exploration,0.032,1.000,0.239,1.000,0.751,0.107,0.372,descending,57.08,77.93,18
471,11.73,0.320,0.00083,1977.395,0.0210,0.0000,0.0000,neutral,-0.0592,0.262,0.00200,2,0.400,1.000,0.000,0.00000,none,0.529,0.495,stabilization_soon,0.100,exploration,0.000,1.000,0.230,1.000,0.753,0.100,0.370,descending,56.08,76.53,18
481,11.73,0.320,0.00122,2409.553,0.0191,0.0000,0.0000,neutral,0.1217,0.261,0.00200,2,0.400,1.000,0.000,0.00000,none,0.529,0.493,stabilization_soon,0.100,exploration,0.111,1.000,0.239,1.000,0.754,0.115,0.368,descending,55.13,75.21,18
491,10.53,0.320,0.00092,3226.035,0.0192,0.0000,0.0000,neutral,-0.0385,0.262,0.00200,2,0.400,1.000,0.000,0.00000,none,0.530,0.495,stabilization_soon,0.100,exploration,0.000,1.000,0.220,1.000,0.755,0.113,0.366,descending,54.22,73.93,18
